"","Temp1","BT5","CD3","CR9","SK5","WM0","BT6","WM6","RI2","TH4","GR5","GN3","GR9","WAA","BX2","BL0","HF4","HV1","CT8","SK6","WA9","BX1","IM1","ME2","KT3","GN0","ST8","RB4","LB5","GN4","MY1","EA6","EI1","LB4","RB7","KT4","BG1","NB1","HG1","GB0","ST3","HR1","CR8","EN7","GR4","CR5","LW2","BT4","ST4","WA7","ST6","TD5","KC3","TD0","BG2","ST5","BQ5","GN2","KC1","WAB","IS6","CT6","GR7","IS2","HI0","TH5","KC4","CT4","CD9","TH2","CD1","LW4","LW3","ME7","BQ7","CT2","WA8","EN5","HR2","GB6","RI1","EN1","KC2","CR7","KC5","LW1","CT3","HG4","KC7","BQ8","BX0","GR8","WA2","EA8","EI8","WM8","TH6","BX9","EN4","ME1","BQ6","HK6","HV3","MY7","LH0","LB6"
"11",57,31586.3864207057,24169.7262386512,8849.57983741261,21400.7757212822,21870.3924879251,30063.3972782982,24227.7043470674,23141.0750175395,27179.2738599343,24601.955212758,31868.5000799121,25138.1750541018,20265.7290369341,37696.22588814,24918.8081716532,25605.9472976443,43847.0618029159,23803.2155933742,16659.3159098077,21256.3102271287,38698.8229825414,24367.8506843983,15237.7875478534,23720.062116293,30429.2257685534,9609.02119367752,35265.4051671004,20823.964016793,25137.0491141361,25204.8439604697,32020.2443129383,29673.5384498302,18460.3371711814,37621.9572355587,19794.0490532881,44388.2987872287,23776.1552936887,34008.5034850604,28891.5427404905,8897.74263796884,40530.5177692885,12435.4764632692,42659.4826073027,27345.2564233839,12566.102410746,21645.3595524183,32039.7466722665,7377.36101724091,21103.3188703731,15817.4986726139,28445.243535033,22827.485710994,27679.4653716977,38128.4304198927,10346.8772416054,39621.0773593026,26548.8111437664,26770.1783354851,15382.9705621169,28925.1923714834,23837.3970495452,22841.7183624697,28605.3647202099,43476.1672125044,28666.8468346101,21656.7016258081,24848.4937192735,25530.6693301986,26456.6431373834,27987.8001985623,21888.3692773017,22008.770219309,11698.8269115246,35769.5364090695,24126.7739008338,21132.612418001,35111.3730430569,41867.6545184316,28891.5427404905,23923.7992605929,39066.6951233718,22820.7093184177,7112.73029233584,22667.0886838106,19845.6503407008,24465.1223602461,31784.5637797055,26770.187237858,35769.5364090695,37696.22588814,26049.5512622841,19233.2150624369,29243.6249892126,29243.6249892126,22224.5389084021,24398.9834534123,38698.8229825414,36086.0679346766,14055.074594936,39423.0185830833,25704.7251235044,45174.5963052694,25204.8439604697,41222.7384707738,14485.2946437637
"12",59,28656.5996391197,22870.7089562098,9527.08206158767,21581.0602490276,20497.1124430327,27077.209582315,22464.6906214084,20011.0047165584,27891.5964990029,25733.043952198,33937.5845039382,27065.456470808,18691.4240623187,40121.8339578729,23633.5678972187,22711.8445880775,46265.0313087203,23259.7249247404,16164.1232488081,18244.6744419617,41432.3737255842,23191.2178557386,12236.4431913343,19700.1267033878,32296.4405540023,8249.12814139028,35988.1843720833,19617.2123713821,27064.9058453217,23420.653698604,28623.0565433561,26452.6863268936,17539.6390146508,38890.2499071826,15705.316966851,46371.7365257108,22673.8866562332,33417.410642153,31196.9464591597,6012.2461238608,37444.2524872595,11352.9455831596,42373.137155488,29580.7666298136,11637.7557065891,22247.803956893,29021.4005409361,5231.73544100354,18080.1563164646,11832.4374577448,24378.2876543934,20833.659482595,23612.9464679522,40092.6380794879,8741.94486197112,42272.1879464662,27815.9137458256,24096.7733655367,13092.3424858978,27894.7107451264,23210.0822838097,23917.2866568254,27437.8633882208,39417.3655630512,28833.0648731396,19557.6221004802,24101.0284861937,24184.070618123,26611.319259153,25917.8346203494,22998.4587893297,22441.9112382622,9200.66266674561,38027.4096991647,23245.3213075118,18111.163465065,33760.6661214108,38312.2830926662,31196.9464591597,20738.4289850146,38373.9930232169,20560.7588438692,7030.39993950115,20183.6085165016,21134.1499992252,24074.9603810047,30451.8535562899,24097.4566630556,38027.4096991647,40121.8339578729,27378.1951104819,16570.7644467891,25998.0566318914,25998.0566318914,20641.5092967958,25287.5511524467,41432.3737255842,35662.4283401774,10820.3189906177,42063.1399411126,25129.3973208273,47102.4021122635,23420.653698604,37170.2911020655,13199.9857082204
"13",64,30877.410128931,22929.0636526988,7358.81748412361,19895.9025222494,20659.9328951769,29386.485968703,23113.7085332683,22568.4696992226,25618.190101053,23025.5343443942,30334.3156232641,23585.8218132253,19119.9624619382,36215.4390198836,23671.6008815326,24904.0657599861,42367.7256340019,22401.0080037562,15282.43633429,20636.5829993525,37281.5353656492,23096.4370584671,14676.2993478279,23851.8915083841,28875.1999369893,8572.78349973024,33699.8292473129,19577.0865122051,23584.7432493669,24092.579510156,31561.4309162415,29119.2212628452,17160.6184910244,36044.299124776,20090.3426256923,42850.1278521406,22489.6587616274,32592.4623008101,27385.7116831237,8458.14891923535,39876.4979063343,11244.2188088483,41186.4896427094,25828.2399575807,11332.5701926609,20097.5408692845,31372.042096845,6737.00963616045,20490.3691253735,15940.6499446572,28656.6634199475,21792.7973498111,27891.5095909353,36586.2919650026,9361.38960826942,38185.4060761346,24970.8324613965,25965.57284735,14520.5515652289,27605.4815822772,22450.6166924383,21267.1532005748,27317.4480555478,43647.3261594648,27150.8272581066,20664.2599451864,23481.6528056905,24296.4343656962,24944.9643160737,26953.6897708286,20313.2718970989,20475.2162239827,10990.3408484277,34261.3120853751,22789.8833052818,20518.6034983445,33851.9107997395,41492.4326922918,27385.7116831237,23375.8574879887,37661.95454651,21876.8541903535,5832.50595399849,21807.670611502,18268.0259755476,23034.2269885971,30527.8434824195,25965.2989065237,34261.3120853751,36215.4390198836,24471.7126901113,18472.3465743551,28704.5927345505,28704.5927345505,21068.9921343982,22830.4694831395,37281.5353656492,34639.6161317783,13631.18135521,37984.8485572543,24302.6468897687,43631.1935627969,24092.579510156,41382.0386710581,13315.7341456193
"14",65,45511.1126457239,32671.5446014188,20848.0167793744,24824.4573685828,31443.9794339482,44438.6195208501,34591.6140170191,39124.4129659318,25325.485233066,21728.7182138831,20394.3808256552,17407.3405092877,31170.393597494,22553.7412138629,33127.3314872046,40229.9672037886,27884.6575014979,29267.5409407271,25421.9129949407,37111.1735461052,21491.0716233627,32300.6604068035,32395.0715417346,43804.2553109747,20713.285853564,25323.8099174537,30741.3852801299,30150.6007229562,17403.2677519983,35389.1261405011,48125.5427970676,45169.6878314211,27760.6969408536,29469.8985193257,40623.7822333221,30887.0653552454,31600.9319443321,36598.787463209,16916.218263637,27844.7755322355,54326.1272730172,25614.6046794921,42025.9482538355,16504.1710231822,25250.3360789569,23025.1599793084,46321.9597477369,25924.1750313563,37030.06421423,36179.8664551619,48747.8101418788,34487.8066095511,48001.5559704493,25749.1341155281,26089.7344732487,22792.095979315,21982.0991114831,40277.2198659451,30431.8360956531,34864.179444004,29648.0388922544,21220.9735920951,35246.3408138033,63324.6145754424,29027.8326057462,34043.3078231742,30800.3953744669,33810.7136409143,27687.1699336953,38709.9634332946,20661.6016283567,23970.9862181521,28720.870444126,22062.3580807065,30908.4048120089,37047.4420293248,41147.0932634152,58138.7247523651,16916.218263637,40009.5790108778,41137.3572852374,35503.1333026237,22597.9704324291,36239.1116179504,19106.8671250465,28999.1513369158,38409.7639049246,40274.3978525932,22062.3580807065,22553.7412138629,21372.9976234817,34284.0622898054,44902.4311995799,44902.4311995799,32486.5624888024,22898.1238471511,21491.0716233627,37381.1857317652,32173.7975416856,22687.3096506633,30597.732248766,31894.184410947,35389.1261405011,61043.46996993,27015.5474012788
"15",66,40376.8345467777,28315.446483319,14915.8335222571,21185.6425019878,26789.259569966,39195.9639643528,29908.5884853265,33488.6059038015,23320.9576554961,19716.132097532,21614.5606710196,16718.3511263511,26224.4467671555,25495.4724465441,28860.326795699,34860.349115759,31348.0016555931,25447.7291329757,20540.3114198425,31456.8639553305,25334.961534766,28057.2847532806,26435.562539372,37582.7905432628,21216.0180669164,19293.2037149627,29975.2129742049,25479.6818040808,16714.9656200918,30775.6554432379,42600.321471594,39721.5717304553,22946.231035923,29911.987425766,34297.193471075,33418.6911023498,27346.5058319917,33924.2319915325,18062.3572797767,21582.5171430247,49342.1469660299,19941.3565815227,40470.2513047761,17080.0543702312,19628.6596705221,19783.0222135636,41128.6407872422,19648.3301362581,31362.0044296878,29882.6340563098,42516.3681385812,29531.3921766962,41764.7469417156,27651.0328840926,20094.4761400614,26500.194064714,20599.7775814274,35123.359096648,24717.0461198552,31225.9638018871,25765.7148315935,18717.6962661768,31449.441745394,57208.18904107,26605.9975524038,28926.9247923723,26952.9796386167,29558.6541550115,24914.0292511143,34091.9420182149,17952.3153038177,20659.3614734639,22677.7791492226,24351.1111509876,26863.3452517108,31381.7401009748,37715.127218216,52674.5348453286,18062.3572797767,34372.1211136431,38770.087766424,30379.8029953164,16427.4528142553,30968.5426637198,15998.4555939455,25401.1286760519,34739.2076658041,35121.030296629,24351.1111509876,25495.4724465441,19966.4489246001,28694.4311287147,39419.7741314017,39419.7741314017,27735.5041989347,20548.8172774512,25334.961534766,35104.100367239,26085.3129885477,26349.77439654,27007.7352488913,34366.092973167,30775.6554432379,54925.8251014794,21537.5834982205
"16",67,39269.0171412704,27395.0089419641,13678.8946079925,20463.8455104271,25807.5773538313,38067.4119140813,28912.0272320238,32286.5934515396,22951.82767135,19381.300742917,21939.6809324053,16719.8147391627,25179.8631221912,26122.0465245864,27957.7704025526,33710.4906950892,32045.8250324991,24658.4670272217,19531.131257389,30252.9928924699,26133.0163053012,27162.6218708017,25175.9454157325,36275.1062779037,21401.3557795468,18026.3292215965,29826.3546073874,24498.6969344725,16716.6386075692,29792.0704092601,41413.4072021634,38551.6172150919,21942.1078357869,30014.6678770516,32977.4622805973,33925.1092104971,26451.9050276865,33350.5614889437,18418.1578545919,20271.9055941132,48256.8782125663,18750.8890963734,40112.7937483831,17338.4647914192,18450.6648582277,19165.6674999386,40008.2241016347,18336.2720668962,30155.4754210764,28566.1212194167,41206.8579089929,28476.4914672504,40454.6010051563,28061.668602686,18833.8839167646,27266.5900055091,20394.2868612947,34017.436332261,23508.6426202557,30453.2876356946,24960.8629327627,18283.4264777618,30641.4668364054,55913.548405086,26121.4023638791,27838.8141070473,26150.5920877424,28657.1792905473,24362.5166482441,33100.2237265796,17480.0439797259,20017.8134572823,21405.0373067958,24860.3005855685,26017.2414463189,30175.6633704823,36968.1488995083,51494.2453430718,18418.1578545919,33169.0516951616,38246.4359441361,29287.4708864712,15135.5541491537,29844.1219589679,15459.1154107182,24662.0078827183,33948.8753571174,34015.2124476651,24860.3005855685,26122.0465245864,19763.1687483233,27506.7088611876,38243.2516762715,38243.2516762715,26729.737971545,20128.8092109698,26133.0163053012,34611.2822084969,24801.8959176055,27108.3137026228,26262.4583529429,34856.9378195526,29792.0704092601,53631.212874587,20387.0215351249
"17",69,46561.3716205847,33514.1536249575,22243.6072334794,25513.264370175,32382.0908214298,45527.5852195357,35525.3504681617,40361.4034919933,25560.443506826,22011.4884031691,19816.9889773845,17414.5924635231,32199.1583192427,21481.8819511034,33941.2795119488,41370.5733474363,26642.1190345171,29972.4768868131,26460.7784390238,38358.66990039,20193.4527540874,33111.5329817301,33767.4371651797,45283.1461200291,20328.1439146316,26740.2280593556,30589.4851303212,31099.7596931527,17410.4305884524,36298.4720626119,49308.4782445313,46329.0185362152,28765.5886159726,29002.2282906913,42166.9655101281,29862.1511684298,32418.5672521033,36936.3055807701,16426.3275646992,29359.7449287771,55311.9023094421,26900.8230488105,42027.2998591673,16184.8330081412,26520.7516502518,23623.6914354028,47390.7962462886,27449.0119107422,38282.7298513388,37706.7080464114,50229.4279427617,35507.3693155718,49486.512279769,24923.512958399,27490.2589527732,21519.3093365717,22090.6939497379,41344.7001804606,31716.585168185,35485.4257901624,30368.4510254693,21643.5086296465,35911.990552503,64740.2340970024,29342.6003591985,35115.4996652018,31503.7355995255,34617.1067100475,28110.1864287111,39609.5731812521,21147.9415981333,24578.0039522109,30134.285236232,21170.2699752489,31668.3764637334,38299.2132966542,41682.3721396522,59288.3452330129,16426.3275646992,41245.6259501728,41368.1229018497,36573.035663913,24079.0781570025,37355.4189094721,19724.8755259185,29642.7414339281,39025.0525506621,41341.7205454836,21170.2699752489,21481.8819511034,21497.458526493,35514.5278171988,46074.5049209021,46074.5049209021,33449.5566500612,23255.7169655865,20193.4527540874,37603.3219248083,33600.2673365813,21426.8929291532,31228.4859286566,30879.1718640041,36298.4720626119,62460.592753579,28231.105251497
"18",81,42498.1617933682,29918.9740452263,17580.9894252146,22316.5796821926,28577.7230678706,41388.0824997809,31722.68042882,35947.4448318876,23520.7148082074,19886.9855933475,20152.4269701464,16129.0173611794,28201.1071531355,23310.479466978,30409.9212944135,37134.260571544,28980.9290461969,26710.9959292994,22457.5896153669,33927.4669356131,22789.7905925834,29589.8625770153,29132.9146504574,40504.1083581969,20090.7307823256,22044.0853985072,29558.1163899142,27274.9217152274,16125.2101184593,32547.3004959238,44986.990207173,42053.2211256535,24827.2840961846,28888.5503130078,37324.1144901259,31450.2788469535,28883.748025622,34552.5333702837,16585.9297727853,24542.3624935225,51372.96106799,22412.5968034491,40508.4145126547,15857.934325879,22061.0097219409,20664.7310960912,43289.6009606661,22621.980464409,33842.4754791317,32878.0213415392,45447.1617197785,31521.767500817,44700.5337668572,25929.9971002013,22816.6673256823,24013.6815631603,20434.2126370709,37252.2512505532,27225.6555472236,32401.4021401207,27068.3219228594,19155.9987191784,32720.1340702266,60039.044964588,27060.2640269531,31022.1753847495,28239.0848151644,31100.9388002839,25557.5974523886,35872.8785088412,18501.580121166,21589.4394285679,25441.0417740188,22434.7941366542,28269.6328639578,33860.519438237,38786.8772108981,55023.9977598371,16585.9297727853,36832.7725848584,39242.3111135552,32482.0416537381,19299.0969246888,33170.6626041591,16761.283239702,26530.4523644088,35943.6464878202,37249.5921898467,22434.7941366542,23310.479466978,19806.8227543747,31116.022883464,41775.0257953908,41775.0257953908,29588.4078807484,20917.7553252458,22789.7905925834,35515.3746483671,28887.9887913879,23880.1665587476,28139.3172834362,32427.4802507972,32547.3004959238,57757.5261584237,23869.0147554614
"19",90,32032.7252368617,23083.004716328,7008.38625682315,19158.0868185523,20910.9834503773,30597.0365732178,23569.2316846965,23966.1139580687,24460.595624254,21648.6521215348,28395.8780826705,21754.1418070376,19542.0918179628,34097.2300827778,23802.6775227485,26099.7195569824,40243.8135940861,22075.3431250736,15127.016482117,21982.9701845634,35035.9045754596,23167.2889882899,16167.3538731377,25987.1208547047,27044.3332518435,9481.67984480953,32469.0053863329,19746.2447984136,21752.7643959211,24544.4656585634,33067.658268173,30507.4429797025,17214.8882279404,34496.8448188683,22351.8347753046,40920.1345354208,22523.8557494767,32162.8198905968,25343.9463253197,10233.1154370858,41087.6285422473,11710.077147741,40508.846189686,23826.3120666299,11690.1164460816,19087.9873121594,32588.350662986,8358.40167866847,21847.5135069256,18103.2980733156,30840.1372961461,22427.460713459,30076.9146784562,34679.4929260437,10330.6589510224,35970.9224549549,23494.2101867059,26991.5117401558,15566.616695549,27510.2771268982,22177.9439840609,19946.3939214368,27314.7860738709,45780.4943347042,26307.0150714719,21393.3023957582,23267.2292902433,24456.6126526621,24135.9103302595,27552.5591248866,18985.9253686965,19564.9146624563,12353.965351859,32221.8032789979,22674.817507754,21874.0252649916,33896.8606395917,43079.151040811,25343.9463253197,24801.8342666663,37256.3595091133,22687.307113082,6386.29008721447,22769.94797466,16866.1707207686,22598.5519684997,30593.6986912034,26990.7701663545,32221.8032789979,34097.2300827778,22964.4996519633,19628.8274559614,30115.42534561,30115.42534561,21448.136543088,21600.8734042152,35035.9045754596,34088.3740596927,15307.0059907337,35774.9513626108,23963.6595182038,41726.0294149631,24544.4656585634,43508.0011270102,13777.1722599021
"20",100,43892.2450430417,31086.7775102806,19266.2564056763,23288.3213592005,29840.1385445418,42817.6539602032,32987.9118024784,37508.5621377294,23993.6963422616,20378.8642816229,19664.5542503086,16241.7256698495,29554.2646671201,22308.0010402045,31549.3889015155,38608.2677629747,27826.1095479184,27722.7150063335,23805.5325105046,35496.5057031035,21529.9988124991,30723.7820586875,30807.3645525305,42264.0499710974,19819.3667956007,23751.1994094511,29640.9576344813,28545.1901407084,16237.7354935634,33789.6291162511,46505.33329988,43548.4045836576,26147.7191992934,28612.4217934595,39126.9597819552,30559.2821701102,30022.592746543,35199.2774865972,16133.4946249677,26326.165399454,52713.078919087,24004.7582042938,40809.6549105514,15583.931073999,23637.8322969837,21524.1613996355,44701.8916119739,24412.4526787376,35416.076663308,34670.3380909172,47209.3999621548,32872.2827026088,46465.0554641057,25227.5857219121,24510.9694037102,22791.7587409477,20732.3438131709,38657.410933809,28822.3256583121,33344.6849436353,28098.0758764143,19800.4946585761,33711.2435519473,61754.5292173512,27647.5118225089,32423.4823165844,29255.185726116,32234.4634007406,26255.6241858652,37111.7130326022,19212.3346698395,22465.4715376974,27147.5847768546,21623.9177831695,29345.9122656435,35433.3345223178,39657.0251974097,56517.2846119821,16133.4946249677,38393.6610197552,39789.0349410616,33883.3748220181,21056.9371729467,34617.5181243222,17604.5355760933,27475.3097608954,36890.7212991067,38654.5983984877,21623.9177831695,22308.0010402045,20115.4631854382,32667.2213899845,43281.618197303,43281.618197303,30878.5271706658,21506.2183504651,21529.9988124991,36040.4672768503,30606.4517307827,22671.1651869124,29077.3574174434,31552.9368034997,33789.6291162511,59473.929517147,25396.7950636483
"21",101,44184.6455371971,31260.5982055909,19766.2931291685,23372.4147566298,30066.010834289,43131.7500787541,33212.6782814256,37908.241992277,23846.4861325311,20247.5461448638,19148.0988503759,15963.3687286443,29831.1982038148,21624.5923933016,31707.8968122966,38951.4191672776,27099.838382028,27820.0296037307,24085.8126101659,35902.3818627241,20782.2572914871,30880.1568804641,31290.3477347436,42814.6492075045,19380.8229029659,24263.7506506832,29323.2795950998,28776.6305096842,15959.319105344,34001.2362686144,46873.7117289204,43902.8901102069,26409.5789639507,28159.0489092692,39721.6284089149,29902.011134338,30182.2197418298,35115.525385058,15638.111220525,26904.3585395685,52970.9517811622,24433.9202846285,40571.7455046686,15156.1815769399,24057.1376291637,21557.4705103742,45004.8539190913,24998.2392788004,35825.0571282135,35254.5158356715,47761.2948479421,33145.0628885389,47019.2291463872,24631.5170808723,25012.9403268474,22051.9297756089,20517.1651399938,38958.6750337367,29250.6438138214,33402.2806844288,28203.9648393859,19738.4376041179,33792.176994394,62263.0269426144,27544.9653606133,32726.1247470264,29352.8992008193,32389.2612448963,26205.1448619715,37319.1765300928,19181.9855179418,22504.757260649,27657.4536589501,20997.5688159971,29473.9439610388,35841.7775873355,39674.377112331,56867.0690832766,15638.111220525,38792.8204621967,39657.141835312,34185.0532808972,21613.8832596611,34946.0301587385,17640.5263125603,27539.8972452511,36947.3854083525,38955.7725724871,20997.5688159971,21624.5923933016,19906.2157382371,33062.7134390352,43643.4668614885,43643.4668614885,31118.7660887837,21414.876013366,20782.2572914871,35901.7127616818,31124.2386216009,21934.3975024988,29136.6618590919,30899.9251716953,34001.2362686144,59983.4595681767,25782.558559975
"22",104,40539.7541512488,28146.2469072083,15474.8885426403,20741.1427169037,26729.4871772987,39406.4091927139,29867.7687300438,33889.3950247472,22438.0750326626,18810.9967726033,20164.9381843674,15510.46941002,26283.0884835624,23914.7898694473,28660.3224401958,35126.0294477089,29750.4579324568,25082.6495362523,20553.0605676777,31865.9308216864,23727.2150705821,27846.5183150331,27027.4179642631,38385.1108205075,19854.2921548288,19930.6648479225,28860.0516988619,25422.5452441881,15506.9255199638,30709.5235209831,42949.7623083338,40030.2189890035,22939.5215307989,28593.9843037602,35215.4786663731,31874.1378159094,27137.5592627272,33250.1762725822,16601.8998529729,22426.5565849023,49448.3942408847,20344.5210686019,39542.8073796081,15680.5575092071,20001.3974505532,19206.3795225914,41318.5480365183,20507.9653591284,31778.6219255314,30764.9857692991,43328.3567806021,29601.9196804363,42581.9223810394,26150.3824452075,20706.3650701388,24894.3311105635,19560.6840529668,35289.0519532648,25152.6796231724,30821.6203876715,25422.5882726182,17926.2995381252,31096.3117912166,57922.3680419255,25841.6684515594,29066.1993443939,26602.6243269732,29355.1946177766,24234.0360162773,34034.0982597892,17208.9700872145,20109.5585806739,23327.3149790751,22809.8475940874,26579.2576054504,31797.0619979786,37262.7575021406,52998.9836777098,16601.8998529729,34774.5790294177,38028.6955467867,30524.8044484824,17179.826445393,31182.0165993178,15348.804326125,24964.373793163,34353.7862943219,35286.4994405011,22809.8475940874,23914.7898694473,18927.7306855119,29065.0792504156,39745.4060026629,39745.4060026629,27716.7635855029,19732.2936313172,23727.2150705821,34331.8882481923,26771.6605318256,24744.6308880464,26574.7517086947,32827.2137008312,30709.5235209831,55640.7409403588,21836.245575459
"23",112,29921.3547206938,21801.2517953618,6248.67982280924,18796.5026773533,19537.7041084659,28446.0610011024,22012.7429769205,21685.8677463891,24582.5803465185,22046.6406290871,29560.8214755683,22769.5507267822,18012.5002094252,35544.4437493755,22542.7203138387,23956.1990778161,41696.5166248161,21267.7447370267,14146.5065132651,19733.7037603895,36710.0593107848,21964.4923265581,13819.1059282043,23380.3536606547,28050.6688161264,7517.7759621487,32674.0925132631,18448.9132546992,22768.6119228464,22991.7207807131,30726.4759235491,28237.8186457563,16026.451541298,35103.6300792067,19741.8943939148,42062.4271758985,21356.1765107828,31461.6639391243,26674.4571491074,7719.24027725945,38940.5643877422,10131.3473440549,40071.5718078071,25095.7047097389,10210.1092322144,19039.3235729365,30434.4139972496,5906.15867372485,19591.1075726143,15492.1161771592,28228.6670507978,20715.7164973746,27465.2720426468,35790.7976455472,8323.49535186598,37586.1542873437,24018.2437862373,24971.5298599165,13517.7113514701,26469.4684056577,21315.7298251085,20275.9709817305,26183.5222898478,43175.8973734996,26059.5265730848,19602.0356955187,22345.5431624267,23169.414728672,23850.4100781226,25874.3122918113,19325.5678586233,19399.4888007666,10074.2511832279,33540.9574812203,21653.4409130889,19618.7653493123,32720.5997076993,40694.6542085938,26674.4571491074,22504.4951375096,36529.541986269,20831.0385110193,4708.49886785042,20794.6817232655,17305.621349489,21905.8504842103,29397.0565235915,24971.1372517135,33540.9574812203,35544.4437493755,23529.390729955,17506.3293812492,27831.2389845862,27831.2389845862,19958.3430977153,21814.2223215572,36710.0593107848,33515.5999423492,12854.8301050879,37381.9103241268,23169.4625468214,42830.461127686,22991.7207807131,40904.4768748914,12206.1288241795
"24",125,47637.3200286242,34287.1182082532,24001.0264960701,26090.0640187926,33315.3322284737,46671.5466045461,36438.3032160996,41773.2046191254,25435.6641660779,21996.1122924982,18538.483312741,17050.6323213985,33282.332755772,19483.930690733,34666.10114236,42612.4340309942,24401.8484054029,30543.6647462981,27590.5882887486,39793.8039541001,17907.4735065813,33835.1860771275,35437.8754513807,47133.4953552037,19327.9259737303,28513.6423110893,29846.0555111606,32057.1107954254,17046.415084403,37168.5486359374,50607.774856468,47592.4807124862,29826.2097318492,27806.1931060892,44150.6795256344,27888.9631303128,33156.3967553408,36898.8191435656,15330.0927687754,31309.7087194202,56263.1054835742,28443.2262927535,41461.7862441501,15351.1794501819,28037.7532107241,24076.4506513927,48496.616708258,29423.4671937834,39727.1557426469,39663.2560439766,52079.5675315337,36562.1517893985,51344.0577151833,23243.1558955773,29231.9836975761,19258.7296954426,21809.6600980947,42461.9584433592,33236.8699600178,35896.2172215083,30961.854087608,21846.3149470052,36391.2281428465,66448.6220444592,29310.5934579085,36259.6229387567,32063.7478408503,35326.8085744208,28253.2566741595,40452.3730137319,21454.8091597833,25034.9911419036,31890.354466284,19423.2448894268,32317.6086021488,39742.0222314162,41934.4823874331,60515.193538221,15330.0927687754,42653.7564838765,41150.4736115333,37708.3286795842,25981.9724075692,38566.6851709975,20253.1177093174,30119.1149404543,39412.3492156859,42458.719896261,19423.2448894268,19483.930690733,21247.7110752904,36927.6724176908,47360.6148892756,47360.6148892756,34418.8784485407,23340.6939638933,17907.4735065813,37386.5053011895,35370.8324983226,19182.2069888084,31675.3231789095,28915.7321420807,37168.5486359374,64173.5758734697,29645.9282395393
"25",141,27094.8190451497,21501.3715724079,8937.84696877325,20598.5234647312,19121.4392605116,25516.3422793017,21010.2813788139,18454.0656408146,27039.2548369655,25033.5953671295,33558.620468255,26658.2082963041,17283.3471638433,39879.6692147828,22264.5426607432,21149.6969443431,46006.6959408621,22064.1606071518,15033.489614454,16683.0716345283,41332.3241181378,21846.4024261533,10674.4320251064,18447.7104991815,31841.1179565411,7029.75121977485,35110.3764083177,18281.059631831,26657.8932214715,21960.5865381551,27097.3838263669,24904.6632069562,16283.6798379054,38188.8077459173,14580.1894078997,45926.3618331318,21347.1533988242,32177.0593482774,30929.0575646958,4478.9778279906,35888.8228728395,10130.2553474129,41192.0362195094,29289.4542478205,10452.4642596212,21392.8195806552,27461.725217342,3917.43256373848,16518.7336917107,10542.0365898043,23194.7748799828,19347.1610504957,22428.95191274,39652.63788039,7436.55747493798,42130.2904923587,27153.4254796034,22539.6722163369,11588.35431052,26567.0709972393,21993.4139110361,23209.8226016787,26082.3814582778,38215.9927788024,27808.2000469885,18059.1463109725,22850.7446308843,22801.0085782182,25592.3707632098,24412.469981537,22309.608091945,21531.371399636,7690.95240310257,37716.2313469378,21966.5920467883,16549.7136529134,32357.5775382347,36820.7920764217,30929.0575646958,19185.2731928096,37100.6888593609,19040.0763977792,6322.20366215709,18641.2035450358,20524.368757423,22915.5319946369,29057.3099726077,22540.384942136,37716.2313469378,39879.6692147828,26740.1445959785,15018.8990614728,24452.1869957421,24452.1869957421,19224.1479852516,24507.2138026317,41332.3241181378,34458.3881964358,9263.04840700066,41916.411455808,23917.4632121751,46633.1012580038,21960.5865381551,35959.1642145905,11896.0004933654
